-0.106984,-0.106984
-0.108227,-0.108227
-0.115179,-0.115179
-0.109464,-0.109464
-0.108753,-0.108753
-0.0908693,-0.0908693
-0.112431,-0.112431
-0.104683,-0.104683
-0.115105,-0.115105
-0.106571,-0.106571
-0.099902,-0.099902
-0.104151,-0.104151
-0.111098,-0.111098
-0.128546,-0.128546
-0.105363,-0.105363
-0.0950132,-0.0950132
-0.104525,-0.104525
-0.105553,-0.105553
-0.0876481,-0.0876481
-0.103123,-0.103123
-0.0920902,-0.0920902
-0.101365,-0.101365
-0.128174,-0.128174
-0.0917952,-0.0917952
-0.0939093,-0.0939093
-0.0999574,-0.0999574
-0.0984085,-0.0984085
-0.102129,-0.102129
-0.105215,-0.105215
-0.104937,-0.104937
-0.103168,-0.103168
-0.0960578,-0.0960578
-0.105526,-0.105526
-0.103514,-0.103514
-0.106571,-0.106571
-0.114269,-0.114269
-0.104633,-0.104633
-0.106571,-0.106571
-0.118847,-0.118847
-0.103242,-0.103242
-0.110409,-0.110409
-0.11368,-0.11368
-0.119502,-0.119502
-0.0958759,-0.0958759
-0.0880369,-0.0880369
-0.108238,-0.108238
-0.101139,-0.101139
-0.113206,-0.113206
-0.101343,-0.101343
-0.107769,-0.107769
0.0512077,0.0512077
0.0371628,0.0371628
0.0583527,0.0583527
0.00721276,0.00721276
0.0433296,0.0433296
0.0255257,0.0255257
0.043652,0.043652
-0.029951,-0.029951
0.0415824,0.0415824
-0.000406143,-0.000406143
-0.0203702,-0.0203702
0.0203707,0.0203707
0.0104558,0.0104558
0.0392208,0.0392208
-0.00696951,-0.00696951
0.03697,0.03697
0.0262892,0.0262892
0.00934802,0.00934802
0.0375595,0.0375595
0.00172366,0.00172366
0.0444897,0.0444897
0.0142203,0.0142203
0.051673,0.051673
0.0366882,0.0366882
0.028458,0.028458
0.0358567,0.0358567
0.053051,0.053051
0.0620727,0.0620727
0.0323818,0.0323818
-0.0122494,-0.0122494
-0.00280364,-0.00280364
-0.00764789,-0.00764789
0.00538046,0.00538046
0.054952,0.054952
0.0234069,0.0234069
0.0321726,0.0321726
0.0486423,0.0486423
0.0323983,0.0323983
0.00977268,0.00977268
0.00655697,0.00655697
0.0184549,0.0184549
0.0354789,0.0354789
0.00912237,0.00912237
-0.0281819,-0.0281819
0.0141704,0.0141704
0.0131976,0.0131976
0.0149558,0.0149558
0.0255757,0.0255757
-0.0362084,-0.0362084
0.0118697,0.0118697
0.100906,0.100906
0.0563603,0.0563603
0.104285,0.104285
0.0785502,0.0785502
0.0936537,0.0936537
0.135389,0.135389
0.0207009,0.0207009
0.11686,0.11686
0.0924546,0.0924546
0.116307,0.116307
0.0662393,0.0662393
0.0718354,0.0718354
0.0863049,0.0863049
0.0535911,0.0535911
0.0631836,0.0631836
0.0759169,0.0759169
0.0776907,0.0776907
0.139051,0.139051
0.151244,0.151244
0.0517472,0.0517472
0.0967788,0.0967788
0.0477522,0.0477522
0.139469,0.139469
0.0553079,0.0553079
0.0907081,0.0907081
0.104193,0.104193
0.0501248,0.0501248
0.0514419,0.0514419
0.08461,0.08461
0.0951605,0.0951605
0.113231,0.113231
0.128831,0.128831
0.0860403,0.0860403
0.0575174,0.0575174
0.0709306,0.0709306
0.12262,0.12262
0.0854922,0.0854922
0.0759216,0.0759216
0.0465867,0.0465867
0.0840042,0.0840042
0.0922406,0.0922406
0.0766226,0.0766226
0.0563603,0.0563603
0.102166,0.102166
0.096429,0.096429
0.0774822,0.0774822
0.060808,0.060808
0.0703091,0.0703091
0.0757927,0.0757927
0.0553876,0.0553876
